timestamp,state,candidate_id,party,votes,votes_estimated,win_probability,ranking,total_votes,total_votes_estimated,total_votes_remaining,eevp
1730854805,tennessee,harris-k,DEM,0,1114968,0.0027,2,0,3038412,3039929,0
1730854805,tennessee,trump-d,GOP,0,1858278,0.9973,1,0,3038412,3039929,0
1730854891,tennessee,trump-d,GOP,0,1858331,1,1,0,3038412,3039569,0
1730854891,tennessee,harris-k,DEM,0,1114930,0,2,0,3038412,3039569,0
1730854921,tennessee,harris-k,DEM,405,1114930,0,2,2310,3038412,3039569,0.07
1730854921,tennessee,trump-d,GOP,1898,1858331,1,1,2310,3038412,3039569,0.07
1730854965,tennessee,harris-k,DEM,405,1114919,0,2,2310,3038412,3037291,0.07
1730854965,tennessee,trump-d,GOP,1898,1858365,1,1,2310,3038412,3037291,0.07
1730854998,tennessee,harris-k,DEM,1175,1114919,0,2,6905,3038412,3037291,0.2
1730854998,tennessee,trump-d,GOP,5693,1858365,1,1,6905,3038412,3037291,0.2
1730855051,tennessee,harris-k,DEM,1175,1114736,0,2,6905,3038412,3033009,0.2
1730855051,tennessee,trump-d,GOP,5693,1858601,1,1,6905,3038412,3033009,0.2
1730855078,tennessee,trump-d,GOP,9273,1858601,1,1,11198,3038412,3033009,0.33
1730855078,tennessee,harris-k,DEM,1858,1114736,0,2,11198,3038412,3033009,0.33
1730855128,tennessee,harris-k,DEM,8302,1114736,0,2,46406,3038412,3033009,1.38
1730855128,tennessee,trump-d,GOP,37760,1858601,1,1,46406,3038412,3033009,1.38
1730855146,tennessee,harris-k,DEM,8302,1114502,0,2,46406,3038412,2993444,1.38
1730855146,tennessee,trump-d,GOP,37760,1859090,1,1,46406,3038412,2993444,1.38
1730855221,tennessee,harris-k,DEM,8302,1114172,0,2,46406,3038412,2992987,1.38
1730855221,tennessee,trump-d,GOP,37760,1859550,1,1,46406,3038412,2992987,1.38
1730855306,tennessee,trump-d,GOP,37760,1859708,1,1,46406,3038412,2993338,1.38
1730855306,tennessee,harris-k,DEM,8302,1114031,0,2,46406,3038412,2993338,1.38
1730855317,tennessee,harris-k,DEM,11630,1114031,0,2,64893,3038412,2993338,1.92
1730855317,tennessee,trump-d,GOP,52778,1859708,1,1,64893,3038412,2993338,1.92
1730855330,tennessee,harris-k,DEM,11630,1113623,0,2,64893,3038412,2974824,1.92
1730855330,tennessee,trump-d,GOP,52778,1860286,1,1,64893,3038412,2974824,1.92
1730855379,tennessee,harris-k,DEM,31188,1113623,0,2,139341,3038412,2974824,4.13
1730855379,tennessee,trump-d,GOP,106987,1860286,1,1,139341,3038412,2974824,4.13
1730855417,tennessee,trump-d,GOP,135877,1860286,1,1,175401,3038412,2974824,5.2
1730855417,tennessee,harris-k,DEM,38055,1113623,0,2,175401,3038412,2974824,5.2
1730855459,tennessee,harris-k,DEM,40560,1113623,0,2,186942,3038412,2974824,5.54
1730855459,tennessee,trump-d,GOP,144828,1860286,1,1,186942,3038412,2974824,5.54
1730855460,tennessee,harris-k,DEM,40560,1112189,0,2,186942,3038412,2851561,5.54
1730855460,tennessee,trump-d,GOP,144828,1862460,1,1,186942,3038412,2851561,5.54
1730855539,tennessee,trump-d,GOP,161600,1862743,1,1,209577,3038412,2828595,6.22
1730855539,tennessee,harris-k,DEM,46223,1112007,0,2,209577,3038412,2828595,6.22
1730855561,tennessee,harris-k,DEM,46890,1112007,0,2,212849,3038412,2828595,6.31
1730855561,tennessee,trump-d,GOP,164181,1862743,1,1,212849,3038412,2828595,6.31
1730855569,tennessee,harris-k,DEM,49572,1112007,0,2,224081,3038412,2828595,6.65
1730855569,tennessee,trump-d,GOP,172665,1862743,1,1,224081,3038412,2828595,6.65
1730855601,tennessee,harris-k,DEM,50190,1112007,0,2,227979,3038412,2828595,6.76
1730855601,tennessee,trump-d,GOP,175910,1862743,1,1,227979,3038412,2828595,6.76
1730855627,tennessee,harris-k,DEM,50190,1111917,0,2,227979,3038412,2810525,6.76
1730855627,tennessee,trump-d,GOP,175910,1862959,1,1,227979,3038412,2810525,6.76
1730855691,tennessee,trump-d,GOP,195632,1862959,1,1,254396,3038412,2810525,7.55
1730855691,tennessee,harris-k,DEM,56618,1111917,0,2,254396,3038412,2810525,7.55
1730855707,tennessee,harris-k,DEM,56618,1111777,0,2,254396,3038412,2784219,7.55
1730855707,tennessee,trump-d,GOP,195632,1863218,1,1,254396,3038412,2784219,7.55
1730855719,tennessee,harris-k,DEM,64367,1111777,0,2,294074,3038412,2784219,8.72
1730855719,tennessee,trump-d,GOP,227251,1863218,1,1,294074,3038412,2784219,8.72
1730855743,tennessee,harris-k,DEM,69483,1111777,0,2,325134,3038412,2784219,9.64
1730855743,tennessee,trump-d,GOP,253017,1863218,1,1,325134,3038412,2784219,9.64
1730855770,tennessee,trump-d,GOP,270850,1863218,1,1,347699,3038412,2784219,10.31
1730855770,tennessee,harris-k,DEM,74111,1111777,0,2,347699,3038412,2784219,10.31
1730855788,tennessee,harris-k,DEM,74111,1111572,0,2,347699,3038412,2692047,10.31
1730855788,tennessee,trump-d,GOP,270850,1863725,1,1,347699,3038412,2692047,10.31
1730855801,tennessee,harris-k,DEM,76473,1111572,0,2,360856,3038412,2692047,10.7
1730855801,tennessee,trump-d,GOP,281563,1863725,1,1,360856,3038412,2692047,10.7
1730855829,tennessee,harris-k,DEM,82902,1111572,0,2,385037,3038412,2692047,11.42
1730855829,tennessee,trump-d,GOP,299135,1863725,1,1,385037,3038412,2692047,11.42
1730855862,tennessee,harris-k,DEM,87311,1111572,0,2,403686,3038412,2692047,11.97
1730855862,tennessee,trump-d,GOP,313248,1863725,1,1,403686,3038412,2692047,11.97
1730855873,tennessee,trump-d,GOP,313248,1864220,1,1,403686,3038412,2636386,11.97
1730855873,tennessee,harris-k,DEM,87311,1111309,0,2,403686,3038412,2636386,11.97
1730855894,tennessee,trump-d,GOP,331992,1864220,1,1,431259,3038412,2636386,12.79
1730855894,tennessee,harris-k,DEM,95894,1111309,0,2,431259,3038412,2636386,12.79
1730855940,tennessee,harris-k,DEM,96740,1111309,0,2,436748,3038412,2636386,12.95
1730855940,tennessee,trump-d,GOP,336604,1864220,1,1,436748,3038412,2636386,12.95
1730855949,tennessee,harris-k,DEM,96740,1111120,0,2,436748,3038412,2603244,12.95
1730855949,tennessee,trump-d,GOP,336604,1864574,1,1,436748,3038412,2603244,12.95
1730855959,tennessee,harris-k,DEM,98485,1111120,0,2,445834,3038412,2603244,13.22
1730855959,tennessee,trump-d,GOP,343892,1864574,1,1,445834,3038412,2603244,13.22
1730856032,tennessee,trump-d,GOP,343892,1864881,1,1,445834,3038412,2593907,13.22
1730856032,tennessee,harris-k,DEM,98485,1110960,0,2,445834,3038412,2593907,13.22
1730856043,tennessee,trump-d,GOP,366179,1864881,1,1,481289,3038412,2593907,14.27
1730856043,tennessee,harris-k,DEM,111361,1110960,0,2,481289,3038412,2593907,14.27
1730856105,tennessee,trump-d,GOP,372720,1864881,1,1,488877,3038412,2593907,14.5
1730856105,tennessee,harris-k,DEM,112347,1110960,0,2,488877,3038412,2593907,14.5
1730856116,tennessee,trump-d,GOP,372720,1865703,1,1,488877,3038412,2550459,14.5
1730856116,tennessee,harris-k,DEM,112347,1110407,0,2,488877,3038412,2550459,14.5
1730856163,tennessee,trump-d,GOP,372790,1865703,1,1,488968,3038412,2550459,14.5
1730856163,tennessee,harris-k,DEM,112366,1110407,0,2,488968,3038412,2550459,14.5
1730856194,tennessee,harris-k,DEM,113071,1110407,0,2,493146,3038412,2550459,14.63
1730856194,tennessee,trump-d,GOP,376233,1865703,1,1,493146,3038412,2550459,14.63
1730856200,tennessee,trump-d,GOP,376233,1865810,1,1,493146,3038412,2546102,14.63
1730856200,tennessee,harris-k,DEM,113071,1110437,0,2,493146,3038412,2546102,14.63
1730856239,tennessee,harris-k,DEM,117512,1110437,0,2,509937,3038412,2546102,15.12
1730856239,tennessee,trump-d,GOP,388464,1865810,1,1,509937,3038412,2546102,15.12
1730856277,tennessee,trump-d,GOP,388464,1866405,1,1,509937,3038412,2529326,15.12
1730856277,tennessee,harris-k,DEM,117512,1109998,0,2,509937,3038412,2529326,15.12
1730856310,tennessee,harris-k,DEM,122402,1109998,0,2,538593,3038412,2529326,15.97
1730856310,tennessee,trump-d,GOP,411993,1866405,1,1,538593,3038412,2529326,15.97
1730856332,tennessee,trump-d,GOP,427032,1866405,1,1,558597,3038412,2529326,16.57
1730856332,tennessee,harris-k,DEM,127159,1109998,0,2,558597,3038412,2529326,16.57
1730856363,tennessee,harris-k,DEM,127159,1109297,0,2,558597,3038412,2481360,16.57
1730856363,tennessee,trump-d,GOP,427032,1867737,1,1,558597,3038412,2481360,16.57
1730856369,tennessee,harris-k,DEM,128329,1109297,0,2,564956,3038412,2481360,16.76
1730856369,tennessee,trump-d,GOP,432180,1867737,1,1,564956,3038412,2481360,16.76
1730856412,tennessee,trump-d,GOP,435026,1867737,1,1,568398,3038412,2481360,16.86
1730856412,tennessee,harris-k,DEM,128902,1109297,0,2,568398,3038412,2481360,16.86
1730856439,tennessee,harris-k,DEM,129206,1109297,0,2,569749,3038412,2481360,16.9
1730856439,tennessee,trump-d,GOP,436059,1867737,1,1,569749,3038412,2481360,16.9
1730856470,tennessee,harris-k,DEM,129275,1109297,0,2,569950,3038412,2481360,16.9
1730856470,tennessee,trump-d,GOP,436183,1867737,1,1,569950,3038412,2481360,16.9
1730856523,tennessee,trump-d,GOP,449789,1867737,1,1,587852,3038412,2481360,17.44
1730856523,tennessee,harris-k,DEM,133363,1109297,0,2,587852,3038412,2481360,17.44
1730856532,tennessee,harris-k,DEM,133363,1108993,0,2,587852,3038412,2450550,17.44
1730856532,tennessee,trump-d,GOP,449789,1868313,1,1,587852,3038412,2450550,17.44
1730856619,tennessee,harris-k,DEM,171210,1106047,0,2,705096,3038411,2333155,20.91
1730856619,tennessee,trump-d,GOP,527607,1871814,1,1,705096,3038411,2333155,20.91
1730856675,tennessee,trump-d,GOP,533697,1871814,1,1,712226,3038411,2333155,21.12
1730856675,tennessee,harris-k,DEM,172207,1106047,0,2,712226,3038411,2333155,21.12
1730856710,tennessee,harris-k,DEM,173527,1106047,0,2,719389,3038411,2333155,21.34
1730856710,tennessee,trump-d,GOP,539476,1871814,1,1,719389,3038411,2333155,21.34
1730856772,tennessee,harris-k,DEM,177078,1106047,0,2,737083,3038411,2333155,21.86
1730856772,tennessee,trump-d,GOP,553516,1871814,1,1,737083,3038411,2333155,21.86
1730856789,tennessee,harris-k,DEM,177078,1105407,0,2,737083,3038410,2301193,21.86
1730856789,tennessee,trump-d,GOP,553516,1872832,1,1,737083,3038410,2301193,21.86
1730856850,tennessee,trump-d,GOP,565036,1872832,1,1,752575,3038410,2301193,22.32
1730856850,tennessee,harris-k,DEM,180934,1105407,0,2,752575,3038410,2301193,22.32
1730856867,tennessee,harris-k,DEM,180934,1105647,0,2,752575,3038410,2285114,22.32
1730856867,tennessee,trump-d,GOP,565036,1872729,1,1,752575,3038410,2285114,22.32
1730856914,tennessee,trump-d,GOP,569576,1872729,1,1,758162,3038410,2285114,22.49
1730856914,tennessee,harris-k,DEM,181946,1105647,0,2,758162,3038410,2285114,22.49
1730856944,tennessee,harris-k,DEM,200217,1105647,0,2,821963,3038410,2285114,24.38
1730856944,tennessee,trump-d,GOP,614504,1872729,1,1,821963,3038410,2285114,24.38
1730856947,tennessee,trump-d,GOP,614504,1873957,1,1,821963,3038410,2216032,24.38
1730856947,tennessee,harris-k,DEM,200217,1105057,0,2,821963,3038410,2216032,24.38
1730857008,tennessee,harris-k,DEM,200278,1105057,0,2,822505,3038410,2216032,24.39
1730857008,tennessee,trump-d,GOP,614979,1873957,1,1,822505,3038410,2216032,24.39
1730857042,tennessee,harris-k,DEM,200278,1104651,0,2,822505,3038408,2215492,24.39
1730857042,tennessee,trump-d,GOP,614979,1874659,1,1,822505,3038408,2215492,24.39
1730857117,tennessee,harris-k,DEM,215762,1104651,0,2,883100,3038408,2215492,26.19
1730857117,tennessee,trump-d,GOP,659514,1874659,1,1,883100,3038408,2215492,26.19
1730857131,tennessee,harris-k,DEM,215762,1104412,0,2,883100,3038408,2154751,26.19
1730857131,tennessee,trump-d,GOP,659514,1875320,1,1,883100,3038408,2154751,26.19
1730857150,tennessee,harris-k,DEM,223968,1104412,0,2,922333,3038408,2154751,27.36
1730857150,tennessee,trump-d,GOP,690244,1875320,1,1,922333,3038408,2154751,27.36
1730857195,tennessee,harris-k,DEM,234679,1104412,0,2,973284,3038408,2154751,28.87
1730857195,tennessee,trump-d,GOP,730075,1875320,1,1,973284,3038408,2154751,28.87
1730857269,tennessee,harris-k,DEM,279479,1104412,0,2,1090764,3038408,2154751,32.35
1730857269,tennessee,trump-d,GOP,801406,1875320,1,1,1090764,3038408,2154751,32.35
1730857292,tennessee,harris-k,DEM,279561,1104412,0,2,1091536,3038408,2154751,32.37
1730857292,tennessee,trump-d,GOP,802087,1875320,1,1,1091536,3038408,2154751,32.37
1730857292,tennessee,trump-d,GOP,802087,1880195,1,1,1091536,3038407,1946630,32.37
1730857292,tennessee,harris-k,DEM,279561,1101069,0,2,1091536,3038407,1946630,32.37
1730857400,tennessee,trump-d,GOP,810493,1880195,1,1,1102445,3038407,1946630,32.7
1730857400,tennessee,harris-k,DEM,281961,1101069,0,2,1102445,3038407,1946630,32.7
1730857446,tennessee,trump-d,GOP,811134,1880195,1,1,1103195,3038407,1946630,32.72
1730857446,tennessee,harris-k,DEM,282057,1101069,0,2,1103195,3038407,1946630,32.72
1730857468,tennessee,harris-k,DEM,282057,1100870,0,2,1103195,3038598,1937693,32.72
1730857468,tennessee,trump-d,GOP,811134,1881063,1,1,1103195,3038598,1937693,32.72
1730857485,tennessee,trump-d,GOP,811261,1881063,1,1,1103337,3038598,1937693,32.72
1730857485,tennessee,harris-k,DEM,282071,1100870,0,2,1103337,3038598,1937693,32.72
1730857557,tennessee,harris-k,DEM,282071,1100796,0,2,1103337,3038598,1937388,32.72
1730857557,tennessee,trump-d,GOP,811261,1881090,1,1,1103337,3038598,1937388,32.72
1730857580,tennessee,harris-k,DEM,283065,1100796,0,2,1108834,3038598,1937388,32.89
1730857580,tennessee,trump-d,GOP,815717,1881090,1,1,1108834,3038598,1937388,32.89
1730857604,tennessee,trump-d,GOP,816266,1881090,1,1,1109495,3038598,1937388,32.91
1730857604,tennessee,harris-k,DEM,283166,1100796,0,2,1109495,3038598,1937388,32.91
1730857631,tennessee,harris-k,DEM,283652,1100796,0,2,1111079,3038598,1937388,32.95
1730857631,tennessee,trump-d,GOP,817339,1881090,1,1,1111079,3038598,1937388,32.95
1730857644,tennessee,trump-d,GOP,817339,1881572,1,1,1111079,3038597,1929087,32.95
1730857644,tennessee,harris-k,DEM,283652,1100524,0,2,1111079,3038597,1929087,32.95
1730857656,tennessee,harris-k,DEM,284673,1100524,0,2,1118201,3038597,1929087,33.17
1730857656,tennessee,trump-d,GOP,823407,1881572,1,1,1118201,3038597,1929087,33.17
1730857690,tennessee,harris-k,DEM,285926,1100524,0,2,1125148,3038597,1929087,33.37
1730857690,tennessee,trump-d,GOP,829039,1881572,1,1,1125148,3038597,1929087,33.37
1730857712,tennessee,trump-d,GOP,835892,1881572,1,1,1132984,3038597,1929087,33.6
1730857712,tennessee,harris-k,DEM,286867,1100524,0,2,1132984,3038597,1929087,33.6
1730857728,tennessee,trump-d,GOP,835892,1882069,1,1,1132984,3038597,1905676,33.6
1730857728,tennessee,harris-k,DEM,286867,1100256,0,2,1132984,3038597,1905676,33.6
1730857757,tennessee,harris-k,DEM,287207,1100256,0,2,1134586,3038597,1905676,33.65
1730857757,tennessee,trump-d,GOP,837136,1882069,1,1,1134586,3038597,1905676,33.65
1730857785,tennessee,trump-d,GOP,847318,1882069,1,1,1146732,3038597,1905676,34.01
1730857785,tennessee,harris-k,DEM,289076,1100256,0,2,1146732,3038597,1905676,34.01
1730857845,tennessee,harris-k,DEM,289654,1100256,0,2,1148151,3038597,1905676,34.05
1730857845,tennessee,trump-d,GOP,848146,1882069,1,1,1148151,3038597,1905676,34.05
1730857880,tennessee,harris-k,DEM,289964,1100256,0,2,1149484,3038597,1905676,34.09
1730857880,tennessee,trump-d,GOP,849157,1882069,1,1,1149484,3038597,1905676,34.09
1730857906,tennessee,harris-k,DEM,290062,1100256,0,2,1150300,3038597,1905676,34.12
1730857906,tennessee,trump-d,GOP,849866,1882069,1,1,1150300,3038597,1905676,34.12
1730857940,tennessee,harris-k,DEM,290303,1100256,0,2,1151833,3038597,1905676,34.16
1730857940,tennessee,trump-d,GOP,851137,1882069,1,1,1151833,3038597,1905676,34.16
1730857970,tennessee,harris-k,DEM,291393,1100256,0,2,1156655,3038597,1905676,34.31
1730857970,tennessee,trump-d,GOP,854790,1882069,1,1,1156655,3038597,1905676,34.31
1730858000,tennessee,harris-k,DEM,292616,1100256,0,2,1162136,3038597,1905676,34.47
1730858000,tennessee,trump-d,GOP,858932,1882069,1,1,1162136,3038597,1905676,34.47
1730858034,tennessee,trump-d,GOP,858932,1882069,1,1,1162136,3038597,1905676,34.47
1730858034,tennessee,harris-k,DEM,292616,1100256,0,2,1162136,3038597,1905676,34.47
1730858085,tennessee,harris-k,DEM,357653,1100256,0,2,1331117,3038597,1905676,39.48
1730858085,tennessee,trump-d,GOP,960774,1882069,1,1,1331117,3038597,1905676,39.48
1730858108,tennessee,trump-d,GOP,961880,1882069,1,1,1332604,3038597,1905676,39.52
1730858108,tennessee,harris-k,DEM,358008,1100256,0,2,1332604,3038597,1905676,39.52
1730858145,tennessee,harris-k,DEM,358660,1100256,0,2,1336343,3038597,1905676,39.63
1730858145,tennessee,trump-d,GOP,964916,1882069,1,1,1336343,3038597,1905676,39.63
1730858182,tennessee,trump-d,GOP,970079,1882069,1,1,1342577,3038597,1905676,39.82
1730858182,tennessee,harris-k,DEM,359678,1100256,0,2,1342577,3038597,1905676,39.82
1730858213,tennessee,trump-d,GOP,970520,1882069,1,1,1343087,3038597,1905676,39.84
1730858213,tennessee,harris-k,DEM,359743,1100256,0,2,1343087,3038597,1905676,39.84
1730858254,tennessee,trump-d,GOP,971829,1882069,1,1,1344636,3038597,1905676,39.88
1730858254,tennessee,harris-k,DEM,359963,1100256,0,2,1344636,3038597,1905676,39.88
1730858290,tennessee,harris-k,DEM,360284,1100256,0,2,1346663,3038597,1905676,39.97
1730858290,tennessee,trump-d,GOP,973518,1882069,1,1,1346663,3038597,1905676,39.97
1730858319,tennessee,harris-k,DEM,494579,1100256,0,2,1554148,3038597,1905676,46.18
1730858319,tennessee,trump-d,GOP,1043371,1882069,1,1,1554148,3038597,1905676,46.18
1730858354,tennessee,harris-k,DEM,494977,1100256,0,2,1556702,3038597,1905676,46.26
1730858354,tennessee,trump-d,GOP,1045511,1882069,1,1,1556702,3038597,1905676,46.26
1730858381,tennessee,trump-d,GOP,1047412,1882069,1,1,1558958,3038597,1905676,46.32
1730858381,tennessee,harris-k,DEM,495304,1100256,0,2,1558958,3038597,1905676,46.32
1730858412,tennessee,trump-d,GOP,1058034,1882069,1,1,1572524,3038597,1905676,46.72
1730858412,tennessee,harris-k,DEM,498134,1100256,0,2,1572524,3038597,1905676,46.72
1730858545,tennessee,harris-k,DEM,518011,1100256,0,2,1659943,3038597,1905676,49.32
1730858545,tennessee,trump-d,GOP,1124695,1882069,1,1,1659943,3038597,1905676,49.32
1730858595,tennessee,trump-d,GOP,1124695,1888181,1,1,1659943,3038549,1466698,49.32
1730858595,tennessee,harris-k,DEM,518011,1097754,0,2,1659943,3038549,1466698,49.32
1730858663,tennessee,harris-k,DEM,523614,1097754,0,2,1689765,3038549,1466698,50.21
1730858663,tennessee,trump-d,GOP,1148012,1888181,1,1,1689765,3038549,1466698,50.21
1730858710,tennessee,trump-d,GOP,1149278,1888181,1,1,1691244,3038549,1466698,50.25
1730858710,tennessee,harris-k,DEM,523811,1097754,0,2,1691244,3038549,1466698,50.25
1730858728,tennessee,harris-k,DEM,523811,1094812,0,2,1691244,3041159,1351330,50.25
1730858728,tennessee,trump-d,GOP,1149278,1895612,1,1,1691244,3041159,1351330,50.25
1730858744,tennessee,trump-d,GOP,1216067,1895612,1,1,1810932,3041159,1351330,53.81
1730858744,tennessee,harris-k,DEM,575338,1094812,0,2,1810932,3041159,1351330,53.81
1730858796,tennessee,trump-d,GOP,1220343,1895612,1,1,1816387,3041159,1351330,53.98
1730858796,tennessee,harris-k,DEM,576434,1094812,0,2,1816387,3041159,1351330,53.98
1730858830,tennessee,trump-d,GOP,1221803,1895612,1,1,1818221,3041159,1351330,54.04
1730858830,tennessee,harris-k,DEM,576783,1094812,0,2,1818221,3041159,1351330,54.04
1730858841,tennessee,trump-d,GOP,1221803,1896387,1,1,1818221,3040467,1224217,54.04
1730858841,tennessee,harris-k,DEM,576783,1093956,0,2,1818221,3040467,1224217,54.04
1730858862,tennessee,trump-d,GOP,1227564,1896387,1,1,1825201,3040467,1224217,54.25
1730858862,tennessee,harris-k,DEM,577905,1093956,0,2,1825201,3040467,1224217,54.25
1730858900,tennessee,trump-d,GOP,1228807,1896387,1,1,1827138,3040467,1224217,54.56
1730858900,tennessee,harris-k,DEM,578537,1093956,0,2,1827138,3040467,1224217,54.56
1730858932,tennessee,harris-k,DEM,579400,1093956,0,2,1830795,3040467,1224217,54.67
1730858932,tennessee,trump-d,GOP,1231541,1896387,1,1,1830795,3040467,1224217,54.67
1730858965,tennessee,harris-k,DEM,581059,1093956,0,2,1838350,3040467,1224217,54.9
1730858965,tennessee,trump-d,GOP,1237315,1896387,1,1,1838350,3040467,1224217,54.9
1730858966,tennessee,harris-k,DEM,581059,1092843,0,2,1838350,3041211,1205102,54.9
1730858966,tennessee,trump-d,GOP,1237315,1898725,1,1,1838350,3041211,1205102,54.9
1730858993,tennessee,trump-d,GOP,1238266,1898725,1,1,1839427,3041211,1205102,54.93
1730858993,tennessee,harris-k,DEM,581175,1092843,0,2,1839427,3041211,1205102,54.93
1730859009,tennessee,harris-k,DEM,604725,1092843,0,2,1905046,3041211,1205102,56.89
1730859009,tennessee,trump-d,GOP,1279679,1898725,1,1,1905046,3041211,1205102,56.89
1730859053,tennessee,trump-d,GOP,1280932,1898725,1,1,1906539,3041211,1205102,56.94
1730859053,tennessee,harris-k,DEM,604945,1092843,0,2,1906539,3041211,1205102,56.94
1730859083,tennessee,trump-d,GOP,1280932,1899636,1,1,1906539,3039829,1134674,56.94
1730859083,tennessee,harris-k,DEM,604945,1091395,0,2,1906539,3039829,1134674,56.94
1730859131,tennessee,trump-d,GOP,1292327,1899636,1,1,1920763,3039829,1134674,57.36
1730859131,tennessee,harris-k,DEM,607579,1091395,0,2,1920763,3039829,1134674,57.36
1730859172,tennessee,trump-d,GOP,1295667,1899636,1,1,1926598,3039829,1134674,57.54
1730859172,tennessee,harris-k,DEM,609911,1091395,0,2,1926598,3039829,1134674,57.54
1730859191,tennessee,harris-k,DEM,610648,1091395,0,2,1930805,3039829,1134674,57.66
1730859191,tennessee,trump-d,GOP,1299079,1899636,1,1,1930805,3039829,1134674,57.66
1730859209,tennessee,trump-d,GOP,1299079,1902108,1,1,1930805,3039466,1109746,57.66
1730859209,tennessee,harris-k,DEM,610648,1089880,0,2,1930805,3039466,1109746,57.66
1730859241,tennessee,trump-d,GOP,1305825,1902108,1,1,1942990,3039466,1109746,58.03
1730859241,tennessee,harris-k,DEM,615829,1089880,0,2,1942990,3039466,1109746,58.03
1730859285,tennessee,trump-d,GOP,1328211,1902108,1,1,1972500,3039466,1109746,58.89
1730859285,tennessee,harris-k,DEM,622676,1089880,0,2,1972500,3039466,1109746,58.89
1730859333,tennessee,trump-d,GOP,1329263,1902108,1,1,1973769,3039466,1109746,58.92
1730859333,tennessee,harris-k,DEM,622874,1089880,0,2,1973769,3039466,1109746,58.92
1730859337,tennessee,trump-d,GOP,1329263,1904352,1,1,1973769,3040150,1066826,58.92
1730859337,tennessee,harris-k,DEM,622874,1089466,0,2,1973769,3040150,1066826,58.92
1730859370,tennessee,trump-d,GOP,1330851,1904352,1,1,1975675,3040150,1066826,58.98
1730859370,tennessee,harris-k,DEM,623163,1089466,0,2,1975675,3040150,1066826,58.98
1730859430,tennessee,harris-k,DEM,626086,1089466,0,2,1987904,3040150,1066826,59.35
1730859430,tennessee,trump-d,GOP,1339995,1904352,1,1,1987904,3040150,1066826,59.35
1730859460,tennessee,trump-d,GOP,1339995,1904808,1,1,1987904,3040215,1066299,59.35
1730859460,tennessee,harris-k,DEM,626086,1089347,0,2,1987904,3040215,1066299,59.35
1730859490,tennessee,trump-d,GOP,1346573,1904808,1,1,1997160,3040215,1066299,59.62
1730859490,tennessee,harris-k,DEM,628586,1089347,0,2,1997160,3040215,1066299,59.62
1730859527,tennessee,trump-d,GOP,1363678,1904808,1,1,2019147,3040215,1066299,60.28
1730859527,tennessee,harris-k,DEM,633248,1089347,0,2,2019147,3040215,1066299,60.28
1730859540,tennessee,trump-d,GOP,1363678,1912399,1,1,2019147,3040389,1022320,60.28
1730859540,tennessee,harris-k,DEM,633248,1086219,0,2,2019147,3040389,1022320,60.28
1730859623,tennessee,harris-k,DEM,636422,1086219,0,2,2038112,3040389,1022320,60.85
1730859623,tennessee,trump-d,GOP,1379267,1912399,1,1,2038112,3040389,1022320,60.85
1730859671,tennessee,harris-k,DEM,638118,1086219,0,2,2046223,3040389,1022320,61.09
1730859671,tennessee,trump-d,GOP,1385575,1912399,1,1,2046223,3040389,1022320,61.09
1730859709,tennessee,harris-k,DEM,638118,1085147,0,2,2046223,3039559,993906,61.09
1730859709,tennessee,trump-d,GOP,1385575,1913782,1,1,2046223,3039559,993906,61.09
1730859728,tennessee,trump-d,GOP,1387747,1913782,1,1,2048779,3039559,993906,61.16
1730859728,tennessee,harris-k,DEM,638477,1085147,0,2,2048779,3039559,993906,61.16
1730859765,tennessee,harris-k,DEM,640290,1085147,0,2,2053000,3039559,993906,61.28
1730859765,tennessee,trump-d,GOP,1390055,1913782,1,1,2053000,3039559,993906,61.28
1730859792,tennessee,harris-k,DEM,640290,1085147,0,2,2053000,3039559,993906,61.28
1730859792,tennessee,trump-d,GOP,1390055,1913782,1,1,2053000,3039559,993906,61.28
1730859833,tennessee,harris-k,DEM,646741,1085147,0,2,2072204,3039559,993906,61.85
1730859833,tennessee,trump-d,GOP,1402337,1913782,1,1,2072204,3039559,993906,61.85
1730859842,tennessee,trump-d,GOP,1402337,1916117,1,1,2072204,3039199,968024,61.85
1730859842,tennessee,harris-k,DEM,646741,1082906,0,2,2072204,3039199,968024,61.85
1730859864,tennessee,harris-k,DEM,646791,1082906,0,2,2072254,3039199,968024,61.86
1730859864,tennessee,trump-d,GOP,1402337,1916117,1,1,2072254,3039199,968024,61.86
1730859901,tennessee,harris-k,DEM,649465,1082906,0,2,2083972,3039199,968024,62.21
1730859901,tennessee,trump-d,GOP,1411164,1916117,1,1,2083972,3039199,968024,62.21
1730859951,tennessee,harris-k,DEM,650503,1082906,0,2,2089239,3039199,968024,62.36
1730859951,tennessee,trump-d,GOP,1415301,1916117,1,1,2089239,3039199,968024,62.36
1730859952,tennessee,trump-d,GOP,1415301,1912631,1,1,2089239,3036605,954100,62.36
1730859952,tennessee,harris-k,DEM,650503,1083623,0,2,2089239,3036605,954100,62.36
1730860089,tennessee,trump-d,GOP,1415301,1914824,1,1,2089239,3032558,945218,62.36
1730860089,tennessee,harris-k,DEM,650503,1080354,0,2,2089239,3032558,945218,62.36
1730860103,tennessee,trump-d,GOP,1434222,1914824,1,1,2118672,3032558,945218,63.1
1730860103,tennessee,harris-k,DEM,660456,1080354,0,2,2118672,3032558,945218,63.1
1730860176,tennessee,trump-d,GOP,1441692,1914824,1,1,2127497,3032558,945218,63.37
